Incident Number,Date Reported,Date Occurred,Badge ID,Offense Classification,Offense Code Name,NIBRS Code,NIBRS Group,Was Offense Completed,LMPD Division,LMPD Beat,Location Category,Block Address,City,Zip Code,ObjectId
LMPD24001324,01/04/2024,12/21/2023,7633,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,8th Division,824,Residence/Home,1200 BLOCK CONSERVATORY LN,DOUGLASS HILLS,40223,
LMPD24001419,01/04/2024,12/26/2023,8142,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,Yes,2nd Division,212,Residence/Home,1000 BLOCK CECIL AVE,LOUISVILLE,40211,
LMPD24001779,01/04/2024,01/04/2023,5239,12 INTIMIDATION,WANTON ENDANGERMENT-2ND DEGREE 508.070 00441 13C,13C,A,Yes,6th Division,613,Residence/Home,2000 BLOCK TERRIL LN,LOUISVILLE,40218,
LMPD24001521,01/04/2024,12/29/2023,8373,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $1,000 < $10,000 514.030 24232 23C",23C,A,Yes,8th Division,815,Department/Discount Store,7900 BLOCK SHELBYVILLE RD,LOUISVILLE,40222,
LMPD24001487,01/04/2024,12/20/2023,8173,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,1st Division,112,Residence/Home,600 BLOCK S 27TH ST,LOUISVILLE,40211,
LMPD24001683,01/04/2024,12/30/2023,6807,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,Yes,7th Division,736,Residence/Home,3700 BLOCK FALCON CREST DR,LOUISVILLE,40219,
LMPD24001479,01/04/2024,12/21/2023,8373,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,8th Division,811,Parking/ Drop Lot/ Garage,3400 BLOCK COLLINS LN,LOUISVILLE,40245,
LMPD24001448,01/04/2024,12/15/2023,7263,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,No,3rd Division,331,Residence/Home,5900 BLOCK SOVERIGN CT,LOUISVILLE,40258,
LMPD24001057,01/03/2024,12/13/2023,8578,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,2nd Division,223,Residence/Home,1500 BLOCK MAPLE ST,LOUISVILLE,40210,
LMPD24000934,01/03/2024,12/31/2023,8499,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000 514.030 24142 23F",23F,A,Yes,5th Division,512,Highway/ Road/ Alley/ Street/ Sidewalk,BAXTER AVE & HULL ST,LOUISVILLE,40204,
LMPD24001005,01/03/2024,01/02/2023,8142,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD $500 < $1000 434.650(1)(B)(1) 71202 26B,26B,A,Yes,3rd Division,322,Specialty Store,5300 BLOCK S 3RD ST,LOUISVILLE,40214,
LMPD24000968,01/03/2024,12/30/2023,2346,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,8th Division,824,Commercial/Office Building,2300 BLOCK STANLEY GAULT PKY,LOUISVILLE,40223,
LMPD24001069,01/03/2024,12/31/2023,8578,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD $500 < $1000 434.650(1)(B)(1) 71202 26B,26B,A,Yes,2nd Division,223,Bank/Savings and Loan,2600 BLOCK VIRGINIA AVE,LOUISVILLE,40211,
LMPD24001043,01/03/2024,12/15/2023,8578,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,Yes,8th Division,811,Residence/Home,8200 BLOCK WOLF PEN BRANCH RD,LOUISVILLE,40059,
LMPD24000946,01/03/2024,01/01/2023,8373,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,No,7th Division,724,Parking/ Drop Lot/ Garage,7000 BLOCK LEISURE LN,LOUISVILLE,40229,
LMPD24001063,01/03/2024,12/31/2023,8578,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,6th Division,612,Other/Unknown,5700 BLOCK PRESTON HWY,LOUISVILLE,40219,
LMPD24000891,01/03/2024,12/25/2023,5388,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,1st Division,111,Residence/Home,2500 BLOCK W MAIN ST,LOUISVILLE,40212,
LMPD24001001,01/03/2024,12/19/2023,8499,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD > $10,000 434.650(1)(B)(4) 71206 26B",26B,A,Yes,7th Division,736,Bank/Savings and Loan,7900 BLOCK PRESTON HWY,LOUISVILLE,40219,
LMPD24000956,01/03/2024,9/19/2023,8499,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,Yes,4th Division,412,Residence/Home,500 BLOCK E KENTUCKY ST,LOUISVILLE,40203,
LMPD24000948,01/03/2024,12/18/2023,8142,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,Yes,5th Division,525,Parking/ Drop Lot/ Garage,200 BLOCK MASONIC HOME DR,LOUISVILLE,40041,
LMPD24001071,01/03/2024,12/28/2023,8578,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,6th Division,624,Residence/Home,4300 BLOCK NEWPORT RD,LOUISVILLE,40218,
LMPD24000897,01/03/2024,12/23/2023,8373,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,6th Division,624,Department/Discount Store,4500 BLOCK S HURSTBOURNE PKY,LOUISVILLE,40299,
LMPD24001063,01/03/2024,12/31/2023,8578,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $10,000 < $1,000,000 514.030 24098 23H",23H,A,Yes,6th Division,612,Other/Unknown,5700 BLOCK PRESTON HWY,LOUISVILLE,40219,
LMPD24000918,01/03/2024,12/18/2023,4354,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,Yes,1st Division,123,Other Residence (Apartment/Condo),800 BLOCK W MUHAMMAD ALI BLVD,LOUISVILLE,40203,
LMPD24001153,01/03/2024,12/31/2023,5490,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,2nd Division,223,Residence/Home,1300 BLOCK S 17TH ST,LOUISVILLE,40210,
LMPD24000991,01/03/2024,12/31/2023,7336,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,3rd Division,315,Commercial/Office Building,10600 BLOCK FREEPORT DR,LOUISVILLE,40258,
LMPD24000917,01/03/2024,12/17/2023,8142,27 FRAUD,THEFT BY FAIL TO MAKE REQ DISP PROP CLASS A 3+ IN 5 YRS 514.070(4)(d) 23498 26A,26A,A,Yes,6th Division,624,Parking/ Drop Lot/ Garage,4100 BLOCK BARDSTOWN RD,LOUISVILLE,40218,
LMPD24001030,01/03/2024,12/28/2023,8578,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD $500 < $1000 434.650(1)(B)(1) 71202 26B,26B,A,Yes,6th Division,624,Other/Unknown,4100 BLOCK BARDSTOWN RD,LOUISVILLE,40218,
LMPD24000920,01/03/2024,12/31/2023,8358,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,No,7th Division,735,Shopping Mall,4800 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD24000900,01/03/2024,01/03/2023,8142,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,6th Division,613,Parking/ Drop Lot/ Garage,1900 BLOCK BISHOP LN,LOUISVILLE,40218,
LMPD24000870,01/03/2024,12/26/2023,8142,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,7th Division,736,Grocery/ Supermarket,9500 BLOCK PRESTON HWY,LOUISVILLE,40229,
LMPD24000417,01/02/2024,12/21/2023,5597,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,3rd Division,323,Parking/ Drop Lot/ Garage,1000 BLOCK GLENGARRY DR,LOUISVILLE,40219,
LMPD24000487,01/02/2024,12/11/2023,4354,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,Yes,8th Division,812,Parking/ Drop Lot/ Garage,7900 BLOCK BARBOURMEADE RD,BARBOURMEADE,40241,
LMPD24000436,01/02/2024,12/29/2023,7431,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,6th Division,611,Commercial/Office Building,2400 BLOCK CRITTENDEN DR,LOUISVILLE,40217,
LMPD24000586,01/02/2024,12/31/2023,7439,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,2nd Division,211,Residence/Home,300 BLOCK N 41ST ST,LOUISVILLE,40212,
LMPD24000431,01/02/2024,12/31/2023,8373,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,Yes,4th Division,423,Residence/Home,3300 BLOCK OLEANDA AVE,LOUISVILLE,40215,
LMPD24000458,01/02/2024,12/01/2023,8142,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,3rd Division,323,Parking/ Drop Lot/ Garage,100 BLOCK OUTER LOOP,LOUISVILLE,40214,
LMPD24000625,01/02/2024,12/28/2023,8560,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,6th Division,613,Auto Dealership New/Used,1500 BLOCK GARDINER LN,WATTERSON PARK,40218,
LMPD24000456,01/02/2024,06/05/2023,8373,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $500 < $1,000 514.030 24096 23H",23H,A,Yes,4th Division,423,Other/Unknown,3400 BLOCK GLENDALE AVE,LOUISVILLE,40215,
LMPD24000856,01/02/2024,01/02/2023,5455,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,Yes,7th Division,735,Other Residence (Apartment/Condo),2000 BLOCK GREENHAVEN DR,LOUISVILLE,40219,
LMPD24000573,01/02/2024,09/12/2023,8358,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,Yes,5th Division,513,Residence/Home,2000 BLOCK ALTA AVE,LOUISVILLE,40205,
LMPD24000528,01/02/2024,01/02/2023,5271,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,1st Division,123,Convenience Store,300 BLOCK S 4TH ST,LOUISVILLE,40202,
LMPD24000596,01/02/2024,12/11/2023,8544,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,Yes,8th Division,815,Cyberspace,9000 BLOCK BINGHAM DR,WESTWOOD,40242,
LMPD24000433,01/02/2024,12/30/2023,5500,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,2nd Division,234,Commercial/Office Building,3600 BLOCK CANE RUN RD,LOUISVILLE,40211,
LMPD24000695,01/02/2024,12/20/2023,5287,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,4th Division,423,Rental Storage Facility,1500 BLOCK CRUMS LN,LOUISVILLE,40216,
LMPD24000519,01/02/2024,12/29/2023,4354,22 THEFT MV PARTS,"TBUT PARTS FROM VEHICLE $1,000 < $10,000 514.030 24242 23G",23G,A,Yes,7th Division,736,Parking/ Drop Lot/ Garage,1000 BLOCK INDUSTRIAL BLVD,LOUISVILLE,40219,
LMPD24000476,01/02/2024,01/01/2023,8358,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,Yes,4th Division,411,Highway/ Road/ Alley/ Street/ Sidewalk,500 BLOCK W ORMSBY AVE,LOUISVILLE,40203,
LMPD24000670,01/02/2024,11/30/2023,5582,56 ALL OTHER OFFENSES,ENGAGING IN ORGANIZED CRIME-CRIMINAL SYNDICATE 506.120 70240 90Z,90Z,B,No,3rd Division,331,Commercial/Office Building,6800 BLOCK DIXIE HWY,LOUISVILLE,40258,
LMPD24000684,01/02/2024,12/31/2023,2329,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,4th Division,436,Other Residence (Apartment/Condo),100 BLOCK E KINGSTON AVE,LOUISVILLE,40214,
LMPD24000459,01/02/2024,12/31/2023,8358,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,4th Division,411,Government/ Public Building,300 BLOCK YORK ST,LOUISVILLE,40203,
LMPD24000499,01/02/2024,12/30/2023,8358,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,Yes,6th Division,612,Gambling Facility/ Casino/ Race Track,4500 BLOCK POPLAR LEVEL RD,LOUISVILLE,40213,
LMPD24000789,01/02/2024,01/02/2023,5342,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,Yes,4th Division,423,Park/ Playground,3700 BLOCK TAYLOR BLVD,LOUISVILLE,40215,
LMPD24000670,01/02/2024,11/30/2023,5582,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $1,000 < $10,000 514.030 24232 23C",23C,A,Yes,3rd Division,331,Commercial/Office Building,6800 BLOCK DIXIE HWY,LOUISVILLE,40258,
LMPD24000455,01/02/2024,12/31/2023,8142,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,1st Division,123,Highway/ Road/ Alley/ Street/ Sidewalk,W BROADWAY & S 3RD ST,LOUISVILLE,40202,
LMPD24000633,01/02/2024,12/28/2023,7405,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,Yes,3rd Division,331,Residence/Home,5200 BLOCK MOUNT BLANC RD,LOUISVILLE,40216,
LMPD24000607,01/02/2024,12/29/2023,5267,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,4th Division,412,Residence/Home,1000 BLOCK MILTON ST,LOUISVILLE,40217,
LMPD24000629,01/02/2024,12/31/2023,5347,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,6th Division,624,Parking/ Drop Lot/ Garage,4100 BLOCK BARDSTOWN RD,LOUISVILLE,40218,
LMPD24000684,01/02/2024,12/31/2023,2329,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $500 < $1,000 514.030 24096 23H",23H,A,Yes,4th Division,436,Other Residence (Apartment/Condo),100 BLOCK E KINGSTON AVE,LOUISVILLE,40214,
LMPD24000592,01/02/2024,8/15/2023,8544,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,Yes,8th Division,812,Highway/ Road/ Alley/ Street/ Sidewalk,9200 BLOCK WESTPORT RD,ROLLING HILLS,40242,
LMPD24000549,01/02/2024,12/30/2023,5240,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162 23D",23D,A,Yes,2nd Division,236,Other Residence (Apartment/Condo),3400 BLOCK COVENTRY COMMONS DR,LOUISVILLE,40216,
LMPD24000465,01/02/2024,01/01/2023,8358,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $10,000,000 OR MORE 514.030 24100 23H",23H,A,Yes,7th Division,712,Other/Unknown,TAYLORSVILLE RD & EASTWOOD FISHERVILLE RD,LOUISVILLE,40023,
LMPD24000531,01/02/2024,12/31/2023,5597,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,Yes,4th Division,423,Residence/Home,800 BLOCK W WHITNEY AVE,LOUISVILLE,40215,
LMPD24000570,01/02/2024,12/31/2023,5597,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,2nd Division,212,Church/Synagogue/Temple/Mosque,3500 BLOCK GRAND AVE,LOUISVILLE,40211,
LMPD24000533,01/02/2024,12/30/2023,5597,23 THEFT OTHER,THEFT OF PROP MISLAID OR DELIVER BY IMISTAKE 514.050(1) 23472 23H,23H,A,Yes,6th Division,612,Gambling Facility/ Casino/ Race Track,4500 BLOCK POPLAR LEVEL RD,LOUISVILLE,40213,
LMPD24000450,01/02/2024,12/22/2023,5179,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,2nd Division,223,Residence/Home,1800 BLOCK GREENWOOD AVE,LOUISVILLE,40210,
LMPD24000684,01/02/2024,12/31/2023,2329,12 INTIMIDATION,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS 524.040 51201 13C,13C,A,Yes,4th Division,436,Other Residence (Apartment/Condo),100 BLOCK E KINGSTON AVE,LOUISVILLE,40214,
LMPD24000428,01/02/2024,12/11/2023,5597,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,No,4th Division,411,Residence/Home,1000 BLOCK S 4TH ST,LOUISVILLE,40203,
LMPD24000530,01/02/2024,12/31/2023,8373,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,6th Division,612,Parking/ Drop Lot/ Garage,6100 BLOCK GUARDIAN CT,LOUISVILLE,40219,
LMPD24000546,01/02/2024,12/31/2023,8358,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,Yes,2nd Division,234,Residence/Home,2600 BLOCK OLIVE ST,LOUISVILLE,40210,
LMPD24000457,01/02/2024,12/31/2023,7336,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,3rd Division,316,Non-Attached Resd Garage/Shed/Buld,11700 BLOCK WINDING STREAM WAY,LOUISVILLE,40272,
LMPD24000599,01/02/2024,12/20/2023,8142,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $1,000 < $10,000 514.030 24232 23C",23C,A,Yes,7th Division,735,Shopping Mall,4800 BLOCK OUTER LOOP,LOUISVILLE,40219,
LMPD24000732,01/02/2024,12/31/2023,5424,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,3rd Division,331,Residence/Home,6400 BLOCK TRIPLETT WOODS DR,LOUISVILLE,40258,
LMPD24000495,01/02/2024,12/29/2023,8142,14 AUTO THEFT,TBUT OR DISP AUTO 514.030 24110 240,240,A,No,3rd Division,323,Parking/ Drop Lot/ Garage,8000 BLOCK GLIMMER WAY,LOUISVILLE,40214,
LMPD24000433,01/02/2024,12/30/2023,5500,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,2nd Division,234,Commercial/Office Building,3600 BLOCK CANE RUN RD,LOUISVILLE,40211,
LMPD24000478,01/02/2024,12/31/2023,5597,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,3rd Division,331,Specialty Store,5200 BLOCK DIXIE HWY,LOUISVILLE,40216,
LMPD24000545,01/02/2024,12/31/2023,8373,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,4th Division,411,Parking/ Drop Lot/ Garage,1200 BLOCK S 3RD ST,LOUISVILLE,40203,
LMPD24000175,01/01/2024,12/31/2023,8358,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,Yes,4th Division,423,Parking/ Drop Lot/ Garage,800 BLOCK FLORHAM PL,LOUISVILLE,40208,
LMPD24000165,01/01/2024,12/12/2023,8499,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,Yes,5th Division,512,Highway/ Road/ Alley/ Street/ Sidewalk,2400 BLOCK GLENMARY AVE,LOUISVILLE,40204,
LMPD24000227,01/01/2024,12/31/2023,8544,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,Yes,5th Division,512,Highway/ Road/ Alley/ Street/ Sidewalk,900 BLOCK CHEROKEE RD,LOUISVILLE,40204,
LMPD24000153,01/01/2024,12/28/2023,7405,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,Yes,3rd Division,331,Daycare Facility,5100 BLOCK TERRY RD,LOUISVILLE,40216,
LMPD24000270,01/01/2024,12/31/2023,5258,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,Yes,4th Division,411,Residence/Home,0 BLOCK COLLEGE CT,LOUISVILLE,40203,
LMPD24000134,01/01/2024,12/31/2023,5577,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,Yes,6th Division,625,Restaurant,3400 BLOCK BARDSTOWN RD,LOUISVILLE,40218,
LMPD24000171,01/01/2024,12/31/2023,5211,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,3rd Division,322,Drug Store/Doctor's Office/Hospital,5300 BLOCK S 3RD ST,LOUISVILLE,40214,
LMPD24000206,01/01/2024,10/23/2023,8358,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $10,000 OR MORE 514.070(4)(c) 23496 26A",26A,A,Yes,7th Division,736,Department/Discount Store,8200 BLOCK PRESTON HWY,LOUISVILLE,40219,
LMPD24000328,01/01/2024,12/29/2023,8578,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,Yes,2nd Division,212,Highway/ Road/ Alley/ Street/ Sidewalk,0 BLOCK I264E,LOUISVILLE,40211,
LMPD24000209,01/01/2024,12/31/2023,5577,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,6th Division,625,Commercial/Office Building,3400 BLOCK BARDSTOWN RD,LOUISVILLE,40218,
LMPD24000291,01/01/2024,12/31/2023,5570,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE 508.020 13160 13A,13A,A,Yes,1st Division,111,Bar/Nightclub,2300 BLOCK W MAIN ST,LOUISVILLE,40212,
LMPD24000138,01/01/2024,12/31/2023,5577,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,6th Division,625,Restaurant,3400 BLOCK BARDSTOWN RD,LOUISVILLE,40218,
LMPD24000213,01/01/2024,12/31/2023,7405,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,3rd Division,331,Rental Storage Facility,5200 BLOCK DIXIE HWY,LOUISVILLE,40216,
LMPD24000219,01/01/2024,12/31/2023,5287,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,4th Division,423,Residence/Home,1600 BLOCK LONGFIELD AVE,LOUISVILLE,40215,
LMPD24000168,01/01/2024,12/31/2023,4354,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,4th Division,411,Parking/ Drop Lot/ Garage,100 BLOCK W BRECKINRIDGE ST,LOUISVILLE,40203,
LMPD24000194,01/01/2024,12/31/2023,8373,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,6th Division,613,Residence/Home,5300 BLOCK RIDGECREST RD,LOUISVILLE,40218,
LMPD24000178,01/01/2024,12/31/2023,8499,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,Yes,6th Division,613,Parking/ Drop Lot/ Garage,300 BLOCK ROCK CLIFF CT,LOUISVILLE,40218,
LMPD24000328,01/01/2024,12/29/2023,8578,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,Yes,2nd Division,212,Highway/ Road/ Alley/ Street/ Sidewalk,0 BLOCK I264E,LOUISVILLE,40211,
LMPD24000341,01/01/2024,12/31/2023,5416,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,No,2nd Division,223,Residence/Home,1300 BLOCK CYPRESS ST,LOUISVILLE,40211,
LMPD24000140,01/01/2024,12/29/2023,8499,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,Yes,1st Division,111,Highway/ Road/ Alley/ Street/ Sidewalk,2500 BLOCK MONTGOMERY ST,LOUISVILLE,40212,
LMPD24000181,01/01/2024,12/22/2023,4354,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,6th Division,613,Other Residence (Apartment/Condo),1800 BLOCK BASHFORD MANOR LN,LOUISVILLE,40218,
LMPD24000145,01/01/2024,12/31/2023,5466,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,Yes,1st Division,111,Highway/ Road/ Alley/ Street/ Sidewalk,N 20TH ST / LYTLE ST,LOUISVILLE,40203,
LMPD24000235,01/01/2024,12/31/2023,8578,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,Yes,LYNDON,LYND,Highway/ Road/ Alley/ Street/ Sidewalk,9300 BLOCK VIKING CENTER DR,HURSTBOURNE,40222,
LMPD24000233,01/01/2024,12/31/2023,5544,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,4th Division,435,Residence/Home,4400 BLOCK STOLTZ CT,LOUISVILLE,40215,
LMPD24000251,01/01/2024,12/31/2023,8578,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,5th Division,521,Drug Store/Doctor's Office/Hospital,2300 BLOCK FRANKFORT AVE,LOUISVILLE,40206,
LMPD24000317,01/01/2024,12/30/2023,5534,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,3rd Division,315,Liquor Store,5400 BLOCK VALLEY STATION RD,LOUISVILLE,40272,
LMPD24000227,01/01/2024,12/31/2023,8544,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,5th Division,512,Highway/ Road/ Alley/ Street/ Sidewalk,900 BLOCK CHEROKEE RD,LOUISVILLE,40204,
LMPD24000247,01/01/2024,12/31/2023,8578,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,5th Division,521,Drug Store/Doctor's Office/Hospital,2300 BLOCK FRANKFORT AVE,LOUISVILLE,40206,
